identifier_vote,date,report,desc,title,for,against,abstention,committee,oeil,mepid,lastname,firstname,result,epgroup,party,start,end,birthdate,country,term
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7189,GIARRUSSO,Dino,for,NA,Movimento 5 Stelle,2019-07-02,NA,1974-09-11,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7179,GEMMA,Chiara,for,NA,Movimento 5 Stelle,2019-07-02,NA,1968-09-20,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,5280,GÁL,Kinga,for,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,2019-07-02,NA,1970-09-06,hu,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7180,FURORE,Mario,for,NA,Movimento 5 Stelle,2019-07-02,NA,1988-12-25,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6470,FERRARA,Laura,for,NA,Movimento 5 Stelle,2019-07-02,NA,1983-09-11,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,5998,DEUTSCH,Tamás,for,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,2019-07-02,NA,1966-07-27,hu,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6345,DELI,Andor,for,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,2019-07-02,NA,1977-05-02,hu,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7258,COMÍN I OLIVERES,Antoni,for,NA,Junts per Catalunya - Lliures per Europa,2019-07-02,NA,1971-03-07,es,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6446,CASTALDO,Fabio Massimo,for,NA,Movimento 5 Stelle,2019-07-02,NA,1985-09-18,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6343,BOCSKOR,Andrea,for,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,2019-07-02,NA,1978-08-11,hu,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6411,BEGHIN,Tiziana,for,NA,Movimento 5 Stelle,2019-07-02,NA,1971-02-04,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6414,ZANNI,Marco,for,ID,Lega,2019-07-02,NA,1986-07-11,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6976,ZAMBELLI,Stefania,for,ID,Lega,2019-07-02,NA,1971-04-06,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6970,TOVAGLIERI,Isabella,for,ID,Lega,2019-07-02,NA,1987-06-25,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7191,TARDINO,Annalisa,for,ID,Lega,2019-07-02,NA,1979-04-30,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6968,SARDONE,Silvia,for,ID,Lega,2019-07-02,NA,1982-12-25,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7078,ROUGÉ,André,for,ID,Rassemblement national,2019-07-02,NA,1961-12-23,fr,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7171,RINALDI,Antonio Maria,for,ID,Lega,2019-07-02,NA,1955-02-27,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6979,PANZA,Alessandro,for,ID,Lega,2019-07-02,NA,1982-05-15,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7075,OLIVIER,Philippe,for,ID,Rassemblement national,2019-07-02,NA,1961-08-30,fr,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6399,MÉLIN,Joëlle,for,ID,Rassemblement national,2019-07-02,NA,1950-03-26,fr,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6886,MADISON,Jaak,for,ID,Eesti Konservatiivne Rahvaerakond,2019-07-02,NA,1991-04-22,ee,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7002,LIZZI,Elena,for,ID,Lega,2019-07-02,NA,1967-10-30,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7074,LECHANTEUX,Julie,for,ID,Rassemblement national,2019-07-02,NA,1977-12-22,fr,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6372,LEBRETON,Gilles,for,ID,Rassemblement national,2019-07-02,NA,1958-10-11,fr,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6990,LAPORTE,Hélène,for,ID,Rassemblement national,2019-07-02,NA,1978-12-29,fr,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7275,LACAPELLE,Jean-Lin,for,ID,Rassemblement national,2020-02-01,NA,1967-04-17,fr,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6960,KOFOD,Peter,for,ID,Dansk Folkeparti,2019-07-02,NA,1990-02-27,dk,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7016,JUVIN,Herve,for,ID,Rassemblement national,2019-07-02,NA,1956-01-29,fr,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7017,JORON,Virginie,for,ID,Rassemblement national,2019-07-02,NA,1973-12-11,fr,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6751,JAMET,France,for,ID,Rassemblement national,2019-07-02,NA,1961-02-05,fr,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6404,JALKH,Jean-François,for,ID,Rassemblement national,2019-07-02,NA,1957-05-23,fr,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6986,HUHTASAARI,Laura,for,ID,Perussuomalaiset,2019-07-02,NA,1979-03-30,fi,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6989,HAKKARAINEN,Teuvo,for,ID,Perussuomalaiset,2019-07-02,NA,1960-04-12,fi,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7019,GRISET,Catherine,for,ID,Rassemblement national,2019-07-02,NA,1972-08-20,fr,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7184,GRANT,Valentino,for,ID,Lega,2019-07-02,NA,1964-04-21,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6972,GANCIA,Gianna,for,ID,Lega,2019-07-02,NA,1972-12-31,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7005,DREOSTO,Marco,for,ID,Lega,2019-07-02,NA,1969-03-18,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6999,DA RE,Gianantonio,for,ID,Lega,2019-07-02,NA,1953-09-06,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7007,CONTE,Rosanna,for,ID,Lega,2019-07-02,NA,1968-04-17,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6731,CIOCCA,Angelo,for,ID,Lega,2019-07-02,NA,1975-06-28,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7170,CECCARDI,Susanna,for,ID,Lega,2019-07-02,NA,1987-03-19,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7181,CASANOVA,Massimo,for,ID,Lega,2019-07-02,NA,1970-08-31,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6981,CAMPOMENOSI,Marco,for,ID,Lega,2019-07-02,NA,1975-09-02,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6876,BUCHHEIT,Markus,for,ID,Alternative für Deutschland,2019-07-02,NA,1983-08-11,de,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7076,BRUNA,Annika,for,ID,Rassemblement national,2019-07-02,NA,1956-11-26,fr,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7000,BORCHIA,Paolo,for,ID,Lega,2019-07-02,NA,1980-05-27,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7172,BONFRISCO,Anna,for,ID,Lega,2019-07-02,NA,1962-10-12,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6179,BIZZOTTO,Mara,for,ID,Lega,2019-07-02,NA,1972-06-03,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6405,BILDE,Dominique,for,ID,Rassemblement national,2019-07-02,NA,1953-08-01,fr,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7068,BEIGNEUX,Aurélia,for,ID,Rassemblement national,2019-07-02,NA,1980-06-02,fr,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7001,BASSO,Alessandra,for,ID,Lega,2019-07-02,NA,1967-03-14,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6988,BARDELLA,Jordan,for,ID,Rassemblement national,2019-07-02,NA,1995-09-13,fr,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7174,BALDASSARRE,Simona,for,ID,Lega,2019-07-02,NA,1970-11-12,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7079,ANDROUËT,Mathilde,for,ID,Rassemblement national,2019-07-02,NA,1984-07-03,fr,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7211,ADINOLFI,Matteo,for,ID,Lega,2019-07-02,NA,1963-12-24,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6522,ZŁOTOWSKI,Kosma,for,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1964-01-14,pl,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,5598,ZĪLE,Roberts,for,ECR,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",2019-07-02,NA,1958-06-20,lv,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6962,ZALEWSKA,Anna,for,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1965-07-06,pl,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,5052,ZAHRADIL,Jan,for,ECR,Občanská demokratická strana,2019-07-02,NA,1963-03-20,cz,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6515,WIŚNIEWSKA,Jadwiga,for,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1963-07-02,pl,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6808,WEIMERS,Charlie,for,ECR,Sverigedemokraterna,2019-07-02,NA,1982-11-12,se,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6956,WASZCZYKOWSKI,Witold Jan,for,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1957-05-05,pl,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6945,VRECIONOVÁ,Veronika,for,ECR,Občanská demokratická strana,2019-07-02,NA,1965-09-08,cz,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6930,VONDRA,Alexandr,for,ECR,Občanská demokratická strana,2019-07-02,NA,1961-08-17,cz,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6683,VAN OVERTVELDT,Johan,for,ECR,Nieuw-Vlaamse Alliantie,2019-07-02,NA,1955-08-24,be,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,5892,TOŠENOVSKÝ,Evžen,for,ECR,Občanská demokratická strana,2019-07-02,NA,1956-02-26,cz,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,5878,TOMAŠEVSKI,Valdemar,for,ECR,Lietuvos lenkų rinkimų akcija – Krikščioniškų šeimų sąjunga,2019-07-02,NA,1965-03-03,lt,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6952,TOBISZOWSKI,Grzegorz,for,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1965-11-01,pl,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7216,TERTSCH,Hermann,for,ECR,VOX,2019-07-02,NA,1958-04-09,es,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7044,TERHEŞ,Cristian,for,ECR,Partidul Național Țărănesc Creștin Democrat,2019-07-02,NA,1978-12-04,ro,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7265,TARCZYŃSKI,Dominik,for,ECR,Prawo i Sprawiedliwość,2020-02-01,NA,NA,pl,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6946,SZYDŁO,Beata,for,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1963-04-15,pl,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6798,STEGRUD,Jessica,for,ECR,Sverigedemokraterna,2019-07-02,NA,1970-09-27,se,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7210,STANCANELLI,Raffaele,for,ECR,Fratelli d'Italia,2019-07-02,NA,1950-06-30,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7262,SOFO,Vincenzo,for,ECR,Fratelli d'Italia,2021-06-07,NA,1986-12-18,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7231,SLABAKOV,Andrey,for,ECR,VMRO,2019-07-02,NA,1960-08-13,bg,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,5416,SARYUSZ-WOLSKI,Jacek,for,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1948-09-19,pl,9
